部门名称,简称,所属区域,地址,邮编,电话,传真,网站,工作时间,级别,类别
上海市闵行区区水务局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,水务海洋
上海市闵行区区民防办公室,闵行区民防办,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,国防动员
上海市闵行区区应急管理局,闵行区应急局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,应急管理
上海市闵行区区市场监督管理局,闵行区市场监管局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,市场监管
上海市闵行区区城市管理行政执法局,闵行区城管执法局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,城市管理
上海市闵行区区机关事务管理局,闵行区机管局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,机关事务
上海市闵行区区退役军人事务局,,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,退役军人
上海市闵行区区医疗保障局,闵行区医保局,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,社会保障
上海市闵行区区交通委员会,闵行区交通委,闵行区,上海市闵行区沪闵路6558号,,021-112XXXXX,,,,区级,交通运输
上海市嘉定区区政府办公室,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,核心机关
上海市嘉定区区发展和改革委员会,嘉定区发改委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,经济发展
上海市嘉定区区经济委员会,嘉定区经委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,经济发展
上海市嘉定区区商务委员会,嘉定区商务委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,经济发展
上海市嘉定区区农业农村委员会,嘉定区农业农村委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,农业农村
上海市嘉定区区建设和管理委员会,嘉定区建管委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,城市建设
上海市嘉定区区科学技术委员会,嘉定区科委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,科技发展
上海市嘉定区区国有资产监督管理委员会,嘉定区国资委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,国资监管
上海市嘉定区区司法局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,司法行政
上海市嘉定区区人力资源和社会保障局,嘉定区人社局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,社会保障
上海市嘉定区区民政局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,民政管理
上海市嘉定区区财政局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,财政税务
上海市嘉定区区审计局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,审计监督
上海市嘉定区区统计局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,统计调查
上海市嘉定区区教育局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,教育文化
上海市嘉定区区卫生健康委员会,嘉定区卫健委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,卫生健康
上海市嘉定区区文化和旅游局,嘉定区文旅局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,教育文化
上海市嘉定区区体育局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,体育健身
上海市嘉定区区绿化和市容管理局,嘉定区绿化市容局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,绿化市容
上海市嘉定区区生态环境局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,生态环境
上海市嘉定区区规划和自然资源局,嘉定区规划资源局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,规划资源
上海市嘉定区区住房保障和房屋管理局,嘉定区房管局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,住房保障
上海市嘉定区区水务局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,水务海洋
上海市嘉定区区民防办公室,嘉定区民防办,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,国防动员
上海市嘉定区区应急管理局,嘉定区应急局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,应急管理
上海市嘉定区区市场监督管理局,嘉定区市场监管局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,市场监管
上海市嘉定区区城市管理行政执法局,嘉定区城管执法局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,城市管理
上海市嘉定区区机关事务管理局,嘉定区机管局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,机关事务
上海市嘉定区区退役军人事务局,,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,退役军人
上海市嘉定区区医疗保障局,嘉定区医保局,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,社会保障
上海市嘉定区区交通委员会,嘉定区交通委,嘉定区,上海市嘉定区博乐南路111号,,021-114XXXXX,,,,区级,交通运输
上海市金山区区政府办公室,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,核心机关
上海市金山区区发展和改革委员会,金山区发改委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,经济发展
上海市金山区区经济委员会,金山区经委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,经济发展
上海市金山区区商务委员会,金山区商务委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,经济发展
上海市金山区区农业农村委员会,金山区农业农村委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,农业农村
上海市金山区区建设和管理委员会,金山区建管委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,城市建设
上海市金山区区科学技术委员会,金山区科委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,科技发展
上海市金山区区国有资产监督管理委员会,金山区国资委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,国资监管
上海市金山区区司法局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,司法行政
上海市金山区区人力资源和社会保障局,金山区人社局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,社会保障
上海市金山区区民政局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,民政管理
上海市金山区区财政局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,财政税务
上海市金山区区审计局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,审计监督
上海市金山区区统计局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,统计调查
上海市金山区区教育局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,教育文化
上海市金山区区卫生健康委员会,金山区卫健委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,卫生健康
上海市金山区区文化和旅游局,金山区文旅局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,教育文化
上海市金山区区体育局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,体育健身
上海市金山区区绿化和市容管理局,金山区绿化市容局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,绿化市容
上海市金山区区生态环境局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,生态环境
上海市金山区区规划和自然资源局,金山区规划资源局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,规划资源
上海市金山区区住房保障和房屋管理局,金山区房管局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,住房保障
上海市金山区区水务局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,水务海洋
上海市金山区区民防办公室,金山区民防办,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,国防动员
上海市金山区区应急管理局,金山区应急局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,应急管理
上海市金山区区市场监督管理局,金山区市场监管局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,市场监管
上海市金山区区城市管理行政执法局,金山区城管执法局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,城市管理
上海市金山区区机关事务管理局,金山区机管局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,机关事务
上海市金山区区退役军人事务局,,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,退役军人
上海市金山区区医疗保障局,金山区医保局,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,社会保障
上海市金山区区交通委员会,金山区交通委,金山区,上海市金山区金山大道2000号,,021-116XXXXX,,,,区级,交通运输
上海市松江区区政府办公室,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,核心机关
上海市松江区区发展和改革委员会,松江区发改委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,经济发展
上海市松江区区经济委员会,松江区经委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,经济发展
上海市松江区区商务委员会,松江区商务委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,经济发展
上海市松江区区农业农村委员会,松江区农业农村委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,农业农村
上海市松江区区建设和管理委员会,松江区建管委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,城市建设
上海市松江区区科学技术委员会,松江区科委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,科技发展
上海市松江区区国有资产监督管理委员会,松江区国资委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,国资监管
上海市松江区区司法局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,司法行政
上海市松江区区人力资源和社会保障局,松江区人社局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,社会保障
上海市松江区区民政局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,民政管理
上海市松江区区财政局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,财政税务
上海市松江区区审计局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,审计监督
上海市松江区区统计局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,统计调查
上海市松江区区教育局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,教育文化
上海市松江区区卫生健康委员会,松江区卫健委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,卫生健康
上海市松江区区文化和旅游局,松江区文旅局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,教育文化
上海市松江区区体育局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,体育健身
上海市松江区区绿化和市容管理局,松江区绿化市容局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,绿化市容
上海市松江区区生态环境局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,生态环境
上海市松江区区规划和自然资源局,松江区规划资源局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,规划资源
上海市松江区区住房保障和房屋管理局,松江区房管局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,住房保障
上海市松江区区水务局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,水务海洋
上海市松江区区民防办公室,松江区民防办,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,国防动员
上海市松江区区应急管理局,松江区应急局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,应急管理
上海市松江区区市场监督管理局,松江区市场监管局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,市场监管
上海市松江区区城市管理行政执法局,松江区城管执法局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,城市管理
上海市松江区区机关事务管理局,松江区机管局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,机关事务
上海市松江区区退役军人事务局,,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,退役军人
上海市松江区区医疗保障局,松江区医保局,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,社会保障
上海市松江区区交通委员会,松江区交通委,松江区,上海市松江区人民北路3456号,,021-117XXXXX,,,,区级,交通运输
上海市青浦区区政府办公室,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,核心机关
上海市青浦区区发展和改革委员会,青浦区发改委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,经济发展
上海市青浦区区经济委员会,青浦区经委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,经济发展
上海市青浦区区商务委员会,青浦区商务委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,经济发展
上海市青浦区区农业农村委员会,青浦区农业农村委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,农业农村
上海市青浦区区建设和管理委员会,青浦区建管委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,城市建设
上海市青浦区区科学技术委员会,青浦区科委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,科技发展
上海市青浦区区国有资产监督管理委员会,青浦区国资委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,国资监管
上海市青浦区区司法局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,司法行政
上海市青浦区区人力资源和社会保障局,青浦区人社局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,社会保障
上海市青浦区区民政局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,民政管理
上海市青浦区区财政局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,财政税务
上海市青浦区区审计局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,审计监督
上海市青浦区区统计局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,统计调查
上海市青浦区区教育局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,教育文化
上海市青浦区区卫生健康委员会,青浦区卫健委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,卫生健康
上海市青浦区区文化和旅游局,青浦区文旅局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,教育文化
上海市青浦区区体育局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,体育健身
上海市青浦区区绿化和市容管理局,青浦区绿化市容局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,绿化市容
上海市青浦区区生态环境局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,生态环境
上海市青浦区区规划和自然资源局,青浦区规划资源局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,规划资源
上海市青浦区区住房保障和房屋管理局,青浦区房管局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,住房保障
上海市青浦区区水务局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,水务海洋
上海市青浦区区民防办公室,青浦区民防办,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,国防动员
上海市青浦区区应急管理局,青浦区应急局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,应急管理
上海市青浦区区市场监督管理局,青浦区市场监管局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,市场监管
上海市青浦区区城市管理行政执法局,青浦区城管执法局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,城市管理
上海市青浦区区机关事务管理局,青浦区机管局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,机关事务
上海市青浦区区退役军人事务局,,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,退役军人
上海市青浦区区医疗保障局,青浦区医保局,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,社会保障
上海市青浦区区交通委员会,青浦区交通委,青浦区,上海市青浦区公园路100号,,021-118XXXXX,,,,区级,交通运输
上海市奉贤区区政府办公室,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,核心机关
上海市奉贤区区发展和改革委员会,奉贤区发改委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,经济发展
上海市奉贤区区经济委员会,奉贤区经委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,经济发展
上海市奉贤区区商务委员会,奉贤区商务委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,经济发展
上海市奉贤区区农业农村委员会,奉贤区农业农村委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,农业农村
上海市奉贤区区建设和管理委员会,奉贤区建管委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,城市建设
上海市奉贤区区科学技术委员会,奉贤区科委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,科技发展
上海市奉贤区区国有资产监督管理委员会,奉贤区国资委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,国资监管
上海市奉贤区区司法局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,司法行政
上海市奉贤区区人力资源和社会保障局,奉贤区人社局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,社会保障
上海市奉贤区区民政局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,民政管理
上海市奉贤区区财政局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,财政税务
上海市奉贤区区审计局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,审计监督
上海市奉贤区区统计局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,统计调查
上海市奉贤区区教育局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,教育文化
上海市奉贤区区卫生健康委员会,奉贤区卫健委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,卫生健康
上海市奉贤区区文化和旅游局,奉贤区文旅局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,教育文化
上海市奉贤区区体育局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,体育健身
上海市奉贤区区绿化和市容管理局,奉贤区绿化市容局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,绿化市容
上海市奉贤区区生态环境局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,生态环境
上海市奉贤区区规划和自然资源局,奉贤区规划资源局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,规划资源
上海市奉贤区区住房保障和房屋管理局,奉贤区房管局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,住房保障
上海市奉贤区区水务局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,水务海洋
上海市奉贤区区民防办公室,奉贤区民防办,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,国防动员
上海市奉贤区区应急管理局,奉贤区应急局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,应急管理
上海市奉贤区区市场监督管理局,奉贤区市场监管局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,市场监管
上海市奉贤区区城市管理行政执法局,奉贤区城管执法局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,城市管理
上海市奉贤区区机关事务管理局,奉贤区机管局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,机关事务
上海市奉贤区区退役军人事务局,,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,退役军人
上海市奉贤区区医疗保障局,奉贤区医保局,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,社会保障
上海市奉贤区区交通委员会,奉贤区交通委,奉贤区,上海市奉贤区解放东路928号,,021-120XXXXX,,,,区级,交通运输
上海市崇明区区政府办公室,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,核心机关
上海市崇明区区发展和改革委员会,崇明区发改委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,经济发展
上海市崇明区区经济委员会,崇明区经委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,经济发展
上海市崇明区区商务委员会,崇明区商务委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,经济发展
上海市崇明区区农业农村委员会,崇明区农业农村委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,农业农村
上海市崇明区区建设和管理委员会,崇明区建管委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,城市建设
上海市崇明区区科学技术委员会,崇明区科委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,科技发展
上海市崇明区区国有资产监督管理委员会,崇明区国资委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,国资监管
上海市崇明区区司法局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,司法行政
上海市崇明区区人力资源和社会保障局,崇明区人社局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,社会保障
上海市崇明区区民政局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,民政管理
上海市崇明区区财政局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,财政税务
上海市崇明区区审计局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,审计监督
上海市崇明区区统计局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,统计调查
上海市崇明区区教育局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,教育文化
上海市崇明区区卫生健康委员会,崇明区卫健委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,卫生健康
上海市崇明区区文化和旅游局,崇明区文旅局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,教育文化
上海市崇明区区体育局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,体育健身
上海市崇明区区绿化和市容管理局,崇明区绿化市容局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,绿化市容
上海市崇明区区生态环境局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,生态环境
上海市崇明区区规划和自然资源局,崇明区规划资源局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,规划资源
上海市崇明区区住房保障和房屋管理局,崇明区房管局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,住房保障
上海市崇明区区水务局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,水务海洋
上海市崇明区区民防办公室,崇明区民防办,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,国防动员
上海市崇明区区应急管理局,崇明区应急局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,应急管理
上海市崇明区区市场监督管理局,崇明区市场监管局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,市场监管
上海市崇明区区城市管理行政执法局,崇明区城管执法局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,城市管理
上海市崇明区区机关事务管理局,崇明区机管局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,机关事务
上海市崇明区区退役军人事务局,,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,退役军人
上海市崇明区区医疗保障局,崇明区医保局,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,社会保障
上海市崇明区区交通委员会,崇明区交通委,崇明区,上海市崇明区人民路68号,,021-151XXXXX,,,,区级,交通运输
上海市公安局浦东新区分局,浦东新区公安分局,浦东新区,上海市浦东新区,,021-110,,,,区级,公共安全
上海市公安局黄浦区分局,黄浦区公安分局,黄浦区,上海市黄浦区,,021-110,,,,区级,公共安全
上海市公安局静安区分局,静安区公安分局,静安区,上海市静安区,,021-110,,,,区级,公共安全
上海市公安局徐汇区分局,徐汇区公安分局,徐汇区,上海市徐汇区,,021-110,,,,区级,公共安全
上海市公安局长宁区分局,长宁区公安分局,长宁区,上海市长宁区,,021-110,,,,区级,公共安全
上海市公安局普陀区分局,普陀区公安分局,普陀区,上海市普陀区,,021-110,,,,区级,公共安全
上海市公安局虹口区分局,虹口区公安分局,虹口区,上海市虹口区,,021-110,,,,区级,公共安全
上海市公安局杨浦区分局,杨浦区公安分局,杨浦区,上海市杨浦区,,021-110,,,,区级,公共安全
上海市公安局宝山区分局,宝山区公安分局,宝山区,上海市宝山区,,021-110,,,,区级,公共安全
上海市公安局闵行区分局,闵行区公安分局,闵行区,上海市闵行区,,021-110,,,,区级,公共安全
上海市公安局嘉定区分局,嘉定区公安分局,嘉定区,上海市嘉定区,,021-110,,,,区级,公共安全
上海市公安局金山区分局,金山区公安分局,金山区,上海市金山区,,021-110,,,,区级,公共安全
上海市公安局松江区分局,松江区公安分局,松江区,上海市松江区,,021-110,,,,区级,公共安全
上海市公安局青浦区分局,青浦区公安分局,青浦区,上海市青浦区,,021-110,,,,区级,公共安全
上海市公安局奉贤区分局,奉贤区公安分局,奉贤区,上海市奉贤区,,021-110,,,,区级,公共安全
上海市公安局崇明区分局,崇明区公安分局,崇明区,上海市崇明区,,021-110,,,,区级,公共安全
